,id,screen_name,lang,created_at,time_zone,followers_count,friends_count,statuses_count
81,46392359,Swyfty,en,Thu Jun 11 14:03:03 +0000 2009,Central Time (US & Canada),26,124,11
82,4182582515,ErcaRoberta,es,Sat Nov 14 00:43:39 +0000 2015,,19,130,2
83,4026447734,sdmakerpanuers,en,Mon Oct 26 17:05:17 +0000 2015,,75,270,35
84,4235322014,Samanth84962421,en,Sat Nov 14 14:21:41 +0000 2015,,0,16,11
85,144232296,Laplace3000,en,Sat May 15 17:42:32 +0000 2010,Pacific Time (US & Canada),306,2007,941
86,4189165342,NevarAllison,en,Sat Nov 14 21:10:20 +0000 2015,,4,21,0
87,4189148783,Zala12244521,en,Sat Nov 14 21:18:45 +0000 2015,,23,100,0
88,4189159787,GuindoGuindo7,en,Sat Nov 14 21:20:51 +0000 2015,,5,36,0
89,4189120647,richec110,en,Sat Nov 14 21:22:55 +0000 2015,,2,25,0
90,4189244440,akramhafoda,en,Sat Nov 14 21:24:50 +0000 2015,,10,52,0
91,556205407,cheebsmc,en,Tue Apr 17 19:05:07 +0000 2012,Casablanca,76,298,90
92,4189088367,KristjanaMjoll,en,Sat Nov 14 21:17:00 +0000 2015,,5,53,0
93,4189172963,StaglianoRoxana,it,Sat Nov 14 21:23:12 +0000 2015,,32,259,2
94,4238562373,livingthedreame,en,Sat Nov 14 21:16:10 +0000 2015,,3,34,0
95,2740917370,Marysehr,fr,Tue Aug 12 15:39:12 +0000 2014,,81,261,149
96,4175953965,tom_nkuna,en,Fri Nov 13 03:27:42 +0000 2015,,4,87,1
97,4229712800,yyao00,en,Sat Nov 14 02:11:14 +0000 2015,Pacific Time (US & Canada),6,30,2
98,2315474818,CarolinaMilburn,en,Fri Jan 31 06:18:22 +0000 2014,,25,85,27
99,145183299,gbrl_dns,en,Tue May 18 09:34:49 +0000 2010,Quito,392,912,16421
100,4142775017,rociobarragan19,es,Sun Nov 08 16:06:23 +0000 2015,,652,1818,7
101,25169239,frostin,en,Wed Mar 18 22:17:30 +0000 2009,Hawaii,6,61,0
102,4189124355,LaithAfaneh,en,Sat Nov 14 21:23:30 +0000 2015,,74,184,0
103,4189086267,azizulhaq2301,en,Sat Nov 14 21:16:36 +0000 2015,,16,128,2
104,3318850161,RNoupuu,en,Thu Jun 11 12:44:41 +0000 2015,,14,39,0
105,4189223752,martin__pesek,en,Sat Nov 14 21:21:14 +0000 2015,,2,40,0
106,267188323,cijfer,en,Wed Mar 16 13:42:26 +0000 2011,Hong Kong,11,55,73
107,518001324,ghm8472,en,Wed Mar 07 22:45:39 +0000 2012,London,10,431,0
108,266141958,LalAyrl,en,Mon Mar 14 18:51:43 +0000 2011,Greenland,195,178,6663
109,4186742117,WisePhilosophia,fr,Sat Nov 14 13:51:59 +0000 2015,,30,174,0
110,783406098,CarlaHarding3,en,Sun Aug 26 23:44:46 +0000 2012,Pacific Time (US & Canada),2,73,0
111,401736381,Oja_la,es,Mon Oct 31 00:45:37 +0000 2011,Central Time (US & Canada),2467,2678,3362
112,4189110147,kastelanka41,en,Sat Nov 14 21:20:59 +0000 2015,,12,59,1
113,90025621,Borisgs,en,Sat Nov 14 21:32:29 +0000 2009,Mountain Time (US & Canada),7,51,4
114,4238587213,Breeanaray29Ray,en,Sat Nov 14 21:19:29 +0000 2015,,75,313,8
115,4189107081,goldammi1234,en-gb,Sat Nov 14 21:20:25 +0000 2015,,1,39,0
116,4185864795,taniaraqtor,pt,Sat Nov 14 11:17:54 +0000 2015,,9,136,0
117,4189132751,LynniePal,en,Sat Nov 14 21:16:16 +0000 2015,,3,55,0
118,4104932403,softpinktruthz,en,Tue Nov 03 14:04:22 +0000 2015,,6,33,1
119,4189091433,jonessusu2,en,Sat Nov 14 21:17:35 +0000 2015,,17,125,0
120,3304149107,bea_rimland,en,Sat May 30 22:44:11 +0000 2015,,17,108,207
121,106538102,MilaPozes,pt,Tue Jan 19 22:03:47 +0000 2010,Brasilia,49,655,6
122,4159939216,h_series_m,en,Tue Nov 10 23:29:13 +0000 2015,Madrid,0,521,0
123,4228681699,EmiliaNWhite,en,Fri Nov 13 23:49:43 +0000 2015,,8,63,0
124,4189061607,HamidaSoufian,en,Sat Nov 14 21:12:08 +0000 2015,,5,50,0
125,1052757072,AleGustine,it,Tue Jan 01 15:02:51 +0000 2013,,34,279,491
126,4189083731,janniehaagemann,da,Sat Nov 14 21:07:22 +0000 2015,,6,224,1
127,3938800876,Aliyi20,en,Mon Oct 12 16:47:54 +0000 2015,,8,413,1
128,4189128695,AmerSeleem,en,Sat Nov 14 21:15:12 +0000 2015,,4,40,0
129,3371191571,LNALONO,fr,Sat Jul 11 19:23:52 +0000 2015,,2,106,0
130,4189181134,LilShawty9669,en,Sat Nov 14 21:13:15 +0000 2015,Eastern Time (US & Canada),39,472,8
131,4189130549,iskende39562310,en,Sat Nov 14 21:15:27 +0000 2015,,6,61,0
132,343043956,Hallin21,en,Wed Jul 27 00:03:18 +0000 2011,,40,421,24
133,4189070849,rosyvnt,en,Sat Nov 14 21:04:59 +0000 2015,,13,204,1
134,474974414,waynebarbin,en,Thu Jan 26 15:06:02 +0000 2012,Eastern Time (US & Canada),13,32,0
135,395130564,GormanBruce,en,Fri Oct 21 05:34:16 +0000 2011,,1136,2878,727
136,4189066761,rob_langrick,en,Sat Nov 14 21:13:02 +0000 2015,,6,61,0
137,31080537,yuri_kassin,ru,Tue Apr 14 07:41:14 +0000 2009,Moscow,908,325,183
138,4189067187,SpahiuDiart,en-GB,Sat Nov 14 21:13:12 +0000 2015,,16,115,5
139,24663557,socialmediagu,en,Mon Mar 16 07:34:54 +0000 2009,,551,1253,875
140,4189058979,shanqun_l,en,Sat Nov 14 21:11:44 +0000 2015,,1,7,0
141,49157246,lorevamp,en,Sat Jun 20 23:27:05 +0000 2009,,11,47,11
142,280949292,Boma_official,en,Tue Apr 12 10:16:26 +0000 2011,,13,44,6
143,257329301,3girlsandalab,en,Fri Feb 25 05:29:32 +0000 2011,,112,412,386
144,4189105463,KevinStojanovic,de,Sat Nov 14 21:10:54 +0000 2015,,20,153,4
145,4238221814,SeanMcNulty16,en,Sat Nov 14 20:39:06 +0000 2015,,4,134,0
146,991099909,EricFranks6,en,Wed Dec 05 14:44:15 +0000 2012,,82,86,63
147,3605038812,kartikexotic,en,Fri Sep 18 12:46:36 +0000 2015,,136,937,127
148,2580537298,ambiedawn30,en,Tue Jun 03 14:30:07 +0000 2014,,165,2019,61
149,3984165976,davezeejay,en,Sun Oct 18 03:15:22 +0000 2015,,11,90,0
150,4189171942,giobitadzeblog1,en,Sat Nov 14 21:11:31 +0000 2015,,5,41,1
151,4178484699,cruz_alexader,es,Fri Nov 13 11:54:48 +0000 2015,,27,246,2
152,3283682576,Nadayounis4,en,Sat Jul 18 20:44:16 +0000 2015,,11,65,1
153,4189029231,fifi160872,en-GB,Sat Nov 14 21:06:25 +0000 2015,,5,51,0
154,4189161802,G36_gameplay,en,Sat Nov 14 21:09:42 +0000 2015,,8,69,3
155,343412018,SheepishNot,en,Wed Jul 27 14:53:26 +0000 2011,Central Time (US & Canada),26,79,472
156,4238380452,wu_wenxuan,en,Sat Nov 14 21:09:11 +0000 2015,,9,126,0
157,4189153636,islnglife,ar,Sat Nov 14 21:08:15 +0000 2015,Pacific Time (US & Canada),12,68,14
158,4238453114,BGaysome,en,Sat Nov 14 21:09:15 +0000 2015,,10,106,1
159,4138242495,dandelion_mia,en,Sun Nov 08 01:36:24 +0000 2015,,1,5,0
160,2992694467,karenmgoes,en,Thu Jan 22 23:14:04 +0000 2015,,2,28,0
161,4189040021,ZionHomeSoluti1,en,Sat Nov 14 20:59:04 +0000 2015,,5,48,1
162,4189145602,Wong814036374,zh-cn,Sat Nov 14 21:06:47 +0000 2015,Pacific Time (US & Canada),0,4,0
163,1471048388,ChinWangESPN,en,Fri May 31 01:24:31 +0000 2013,Atlantic Time (Canada),435,163,112
164,2309156683,RobertsBarri,en,Sat Jan 25 00:14:39 +0000 2014,,17,111,7
165,172792784,EsshJee,en,Fri Jul 30 16:36:05 +0000 2010,Karachi,61,717,1004
166,4038374121,moussatanko86,fr,Sun Oct 25 11:06:17 +0000 2015,,58,579,0
167,4188537496,Lucknumber16,en,Sat Nov 14 19:16:18 +0000 2015,,28,201,19
168,4235707578,insuranceisok,en,Sat Nov 14 15:21:17 +0000 2015,,8,111,1
169,4188581441,CIA_MEYDANOKUDU,tr,Sat Nov 14 19:35:48 +0000 2015,Pacific Time (US & Canada),66,1032,18
170,4189083214,saintdon01,en,Sat Nov 14 20:55:21 +0000 2015,,9,66,2
171,4189063559,TheNewDarkOne24,en,Sat Nov 14 21:03:39 +0000 2015,,18,122,0
172,2553423043,alisonbasil1,en,Sat Jun 07 22:33:42 +0000 2014,,6,27,20
173,293711667,VincentPrieto,en,Thu May 05 20:52:46 +0000 2011,Atlantic Time (Canada),2857,434,311
174,4189105048,Usugyblyai,uk,Sat Nov 14 20:59:27 +0000 2015,,0,12,0
175,337596364,SpatulasAtDawn,en,Mon Jul 18 08:32:25 +0000 2011,Casablanca,192,543,434
176,55513467,juniorbcn,es,Fri Jul 10 08:58:25 +0000 2009,Madrid,290,1954,1884
177,1435493797,valezurla,it,Fri May 17 12:04:22 +0000 2013,,15,116,41
178,3154429581,ael3adly,en,Fri Apr 10 20:36:28 +0000 2015,,16,177,0
179,2802037605,Murgia94Murgia,it,Fri Oct 03 15:05:15 +0000 2014,,91,107,125
180,4013169035,tnttedtalker,en,Thu Oct 22 00:22:56 +0000 2015,Pacific Time (US & Canada),13,67,58
181,2413029786,pedrofcgomes,en,Wed Mar 26 19:24:56 +0000 2014,,42,67,0
182,3128708161,2Globookshelves,en,Thu Apr 02 02:29:03 +0000 2015,,1,22,0
183,4189014075,jack62011866,en,Sat Nov 14 21:03:32 +0000 2015,,10,14,0
184,4189060709,kallumlfc,en-GB,Sat Nov 14 21:02:52 +0000 2015,,27,313,0
185,1556068452,SakSanjay,en,Sat Jun 29 16:54:39 +0000 2013,,4,48,0
186,4188222381,leiermann3,fr,Sat Nov 14 18:39:47 +0000 2015,,0,29,0
187,2781563796,GossettGina,en,Sun Aug 31 04:32:17 +0000 2014,,6,52,5
188,4186323599,Jimbyrne87,en,Sat Nov 14 12:35:10 +0000 2015,,6,58,0
189,587415551,FredFrederick4,en,Tue May 22 13:16:21 +0000 2012,Pacific Time (US & Canada),64,260,177
190,3051391722,tonyabreu34,en,Sun Mar 01 00:05:29 +0000 2015,,1758,3860,258
191,4175833936,undwell,en,Fri Nov 13 02:40:01 +0000 2015,Pacific Time (US & Canada),5,22,25
192,3708678972,CyndiEldredge,en,Sun Sep 27 23:42:52 +0000 2015,,1,7,0
193,4188980721,AssignmenthelpK,en,Sat Nov 14 20:57:20 +0000 2015,,30,208,4
194,20215494,ElShackle,en,Fri Feb 06 03:53:28 +0000 2009,Mountain Time (US & Canada),337,1176,3605
195,111189506,yspeisky,en,Thu Feb 04 02:38:32 +0000 2010,Santiago,103,768,8
196,4219781005,dimity_pearson,en,Fri Nov 13 04:30:44 +0000 2015,,7,16,3
197,4188993291,Muhamma39230181,en,Sat Nov 14 20:59:46 +0000 2015,,10,55,0
198,788018144,MariaGlymour,en,Tue Aug 28 22:44:16 +0000 2012,,42,49,23
199,2796358439,1_the_truth,ar,Tue Sep 30 21:02:33 +0000 2014,London,678768,28767,234
200,3381593776,Meri9m,en,Sat Jul 18 10:17:00 +0000 2015,Pacific Time (US & Canada),41,147,78
201,380888823,ab88banerjee,en,Tue Sep 27 12:04:43 +0000 2011,Chennai,117,144,32
202,4188965907,caceresabel14,es,Sat Nov 14 20:54:39 +0000 2015,,23,100,1
203,4188986043,billyvunipola8,en,Sat Nov 14 20:58:50 +0000 2015,,3,10,0
204,627523465,kimberlyregan,en,Thu Jul 05 16:28:20 +0000 2012,,23,185,21
205,4188987327,1b3deb22270c4f2,sr,Sat Nov 14 20:58:38 +0000 2015,,13,140,0
206,3320351418,mrk_adur,en,Wed Aug 19 16:54:55 +0000 2015,,57,709,4
207,4132707184,CaptainBlake2,en,Sat Nov 07 07:43:22 +0000 2015,,170,2592,1172
208,4188980307,IvanaSarac5,sr,Sat Nov 14 20:57:17 +0000 2015,,6,48,1
209,4189000643,MarinaStephanov,en,Sat Nov 14 20:51:50 +0000 2015,,1,39,0
210,2569584451,dramione_Fanf,ru,Sun Jun 15 19:55:54 +0000 2014,Pacific Time (US & Canada),40,224,28
211,4189020467,HadidiAlireza,en,Sat Nov 14 20:55:37 +0000 2015,,26,156,1
212,2781348412,767364b1c1954a5,ru,Tue Sep 23 14:24:14 +0000 2014,,102,933,23
213,160124640,moratejo,es,Sun Jun 27 07:21:31 +0000 2010,Santiago,167,1413,2265
214,4188965169,juma_esir,en,Sat Nov 14 20:54:51 +0000 2015,,5,51,0
215,4188949127,NeneMpume,en,Sat Nov 14 20:42:31 +0000 2015,,22,145,1
216,3131455132,LaraZinci,it,Thu Apr 02 20:32:43 +0000 2015,,8,90,30
217,1307391511,markyp59,en,Wed Mar 27 12:36:13 +0000 2013,,26,137,51
218,23985169,leannsweeney,en,Thu Mar 12 17:11:35 +0000 2009,Central Time (US & Canada),2680,2429,5924
219,4189076002,Moiz8Mian,en,Sat Nov 14 20:54:01 +0000 2015,,4,41,0
220,4238254272,annaba_na,en,Sat Nov 14 20:52:46 +0000 2015,,31,202,0
221,467887157,martagl23,es,Wed Jan 18 23:22:13 +0000 2012,,277,2507,631
222,3123531323,ManOnMSM,en,Sat Mar 28 11:17:11 +0000 2015,London,323,1049,180
223,4076773283,HarunKabir3,en,Fri Oct 30 17:44:48 +0000 2015,,1,42,1
224,4188959199,mihail_ellada,ro,Sat Nov 14 20:53:24 +0000 2015,,4,49,0
225,4188921627,forsalenaija,en,Sat Nov 14 20:46:34 +0000 2015,,5,45,10
226,2739436382,Albayati90,ar,Sun Aug 17 10:21:24 +0000 2014,,20,219,2
227,503310376,swampson3,en,Sat Feb 25 17:36:26 +0000 2012,Eastern Time (US & Canada),40,288,1104
228,4238294114,417da70993dc468,en,Sat Nov 14 20:48:34 +0000 2015,,19,166,0
229,4238297954,bangladesh01869,en,Sat Nov 14 20:49:03 +0000 2015,,4,40,0
230,4189047856,bagyenim15,en,Sat Nov 14 20:48:53 +0000 2015,,4,40,0
231,963414380,Abdbaba2,en,Thu Nov 22 01:31:10 +0000 2012,,0,43,24
232,1151984221,be_ekroth,sv,Tue Feb 05 20:33:16 +0000 2013,,11,38,95
233,97628982,ThreeSixSixLDN,en,Fri Dec 18 09:23:27 +0000 2009,London,2518,719,7226
234,4238236632,lehoanggg,vi,Sat Nov 14 20:50:26 +0000 2015,,8,45,0
235,4189031842,pougurschideea,ro,Sat Nov 14 20:45:52 +0000 2015,,5,222,0
236,1541620867,AGlegacy,en,Sun Jun 23 18:41:09 +0000 2013,,15,35,71
237,4188877095,VVorozhun,en,Sat Nov 14 20:38:26 +0000 2015,,60,248,14
238,3318020696,ghanbari222,fa,Mon Aug 17 18:53:56 +0000 2015,,15,106,5
239,478061921,fatimamoutii,fr,Sun Jan 29 21:27:31 +0000 2012,Hawaii,3,45,5
240,3785876543,laway_assan,fr,Sat Sep 26 21:19:46 +0000 2015,,268,2698,60
241,2377256018,AnnieStepanyan,ru,Fri Mar 07 15:15:19 +0000 2014,Pacific Time (US & Canada),17,141,1
242,3636660196,kathleenmquinn,en,Sun Sep 13 00:28:23 +0000 2015,,25,58,24
243,2230477123,AaronS_T,en,Wed Dec 04 20:47:56 +0000 2013,Eastern Time (US & Canada),111,234,235
244,47009442,ralphdavis01,en,Sun Jun 14 01:57:56 +0000 2009,,3,59,0
245,4188785721,jackreacher1707,en-GB,Sat Nov 14 20:21:59 +0000 2015,,8,204,0
246,4189022122,dana_iovu,ro,Sat Nov 14 20:44:10 +0000 2015,,3,48,0
247,4188900951,itsvannn,en,Sat Nov 14 20:42:57 +0000 2015,,27,126,0
248,463109240,GraziaAgosto,it,Fri Jan 13 18:45:53 +0000 2012,,1,29,0
249,297572887,amymeng_,en,Thu May 12 18:50:34 +0000 2011,Eastern Time (US & Canada),298,335,547
250,4168041363,SlaveJessica69,en,Thu Nov 12 02:20:01 +0000 2015,,28,169,1
251,3040418877,karlmadsen5,da,Mon Feb 16 10:00:19 +0000 2015,Copenhagen,19,95,5
252,578932782,YakutKartal,tr,Sun May 13 10:45:28 +0000 2012,,69,248,323
253,22198741,crissyhenderson,en,Fri Feb 27 22:18:17 +0000 2009,Quito,38729,4790,13984
254,4187829867,tenya7,en,Sat Nov 14 17:29:00 +0000 2015,,12,63,2
255,4188932069,JaneWormgoor,en,Sat Nov 14 20:39:16 +0000 2015,,14,60,1
256,4188979864,christianapapp2,en,Sat Nov 14 20:36:53 +0000 2015,,0,12,0
257,4188926303,pqpfontinelly,en,Sat Nov 14 20:38:15 +0000 2015,,18,147,0
258,3991707860,BCalomay,en,Fri Oct 23 13:42:17 +0000 2015,,16,108,0
259,533127356,GEI1974,en,Thu Mar 22 13:11:34 +0000 2012,,200,814,96
260,4188984550,kanapedara,en,Sat Nov 14 20:37:34 +0000 2015,,4,33,0
261,4037974345,bikrantadhikari,en,Tue Oct 27 17:58:52 +0000 2015,Pacific Time (US & Canada),36,97,1
262,4172691569,cewe_ani,en,Thu Nov 12 17:04:51 +0000 2015,,1,44,1
263,11895822,charlierobinson,en,Sun Jan 06 03:49:18 +0000 2008,Adelaide,2431,1245,33490
264,4188927989,filmonkeshihag2,en,Sat Nov 14 20:38:34 +0000 2015,,6,56,0
265,1235883540,Yana34158362,en,Sat Mar 02 18:56:13 +0000 2013,,34,175,0
266,1441654062,sirmadoruk,en,Sun May 19 16:52:19 +0000 2013,Baghdad,32,63,8
267,4188919919,muhammadaqibth2,en,Sat Nov 14 20:37:26 +0000 2015,,3,37,0
268,4188866019,Icebabycakes1,en,Sat Nov 14 20:36:25 +0000 2015,,1,38,1
269,4188949108,buttimbutt3231,en,Sat Nov 14 20:30:59 +0000 2015,,7,150,3
270,233940849,justsitthere,en,Tue Jan 04 13:35:34 +0000 2011,Central Time (US & Canada),57850,2836,4104
271,4188901667,marta21397950,bg,Sat Nov 14 20:33:51 +0000 2015,,25,159,0
272,4228443434,qxzito1,en,Fri Nov 13 23:25:57 +0000 2015,,77,763,0
273,360784133,cualamartinez,en,Tue Aug 23 19:16:15 +0000 2011,,17,47,0
274,210076999,_room321,ko,Sat Oct 30 14:33:10 +0000 2010,Central Time (US & Canada),38,91,37272
275,4188857326,JzCsRZuiY4GyIej,en,Sat Nov 14 20:14:24 +0000 2015,,6,41,1
276,190042598,StilianRaykov,en,Sun Sep 12 22:56:36 +0000 2010,Athens,6,54,259
277,4188889229,YoannaChoreva,bg,Sat Nov 14 20:31:31 +0000 2015,,4,29,0
278,4188930136,Faheems42519306,en,Sat Nov 14 20:27:30 +0000 2015,,11,117,0
279,4188801627,FavianaMontrea1,es,Sat Nov 14 20:24:45 +0000 2015,,21,601,0
280,4237995432,lindarenaudMTL,en,Sat Nov 14 20:19:05 +0000 2015,,12,39,3
281,1226153611,HamdyMakboul,ar,Wed Feb 27 22:04:29 +0000 2013,,70,369,4
282,4237989618,enf777,en,Sat Nov 14 20:18:25 +0000 2015,,20,89,0
283,3983184319,suvrosarkar15,en,Thu Oct 22 19:05:14 +0000 2015,,24,132,4
284,2763056759,Emma_traynor87,en-gb,Sat Sep 06 16:26:19 +0000 2014,,125,1116,24
285,2372688786,Pbarbosa85,pt,Tue Mar 04 22:41:29 +0000 2014,Casablanca,14,232,102
286,327356410,Some_Tall_Dude,en,Fri Jul 01 12:41:52 +0000 2011,,17,182,20
287,83926241,docadams2009,en,Tue Oct 20 21:09:39 +0000 2009,Central Time (US & Canada),120,384,123
288,87819886,jgubolin,en,Thu Nov 05 23:56:46 +0000 2009,Brasilia,127,618,224
289,975225895,martinakearney,en,Wed Nov 28 02:46:49 +0000 2012,,21,119,27
290,4238042413,NickoTheboss,es,Sat Nov 14 20:08:30 +0000 2015,,133,125,1
291,4188858245,diana_bg9,en,Sat Nov 14 20:26:23 +0000 2015,,6,54,0
